,Unnamed: 0,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_11,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,DAYS_EMPLOYED_ANOM,CREDIT_INCOME_RATIO,ANNUITY_INCOME_RATIO,INCOME_ANNUITY_DIFF,CREDIT_GOODS_RATIO,CREDIT_GOODS_DIFF,CREDIT_TERM,DAYS_EMPLOYED_RATIO,FLAG_CONTACTS_SUM,CNT_NON_CHILDREN,CHILDREN_INCOME_RATIO,PER_CAPITA_INCOME,FLAG_REGIONS,SUM_FLAGS_DOCUMENTS
1375,1375,101615,0,Cash loans,M,1,0,0,225000.0,450000.0,53536.5,450000.0,Unaccompanied,Working,1,Civil marriage,House / apartment,0.020246,-12358,-3163.0,-6506.0,-4837,13.0,1,1,1,1,0,0,Laborers,2.0,3,3,1,17,0,0,0,0,0,0,Self-employed,,0.520927859615833,0.8027454758994178,4.0,0.0,4.0,0.0,-2295.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,False,1.9999999999111107,0.2379399999894249,171463.5,0.9999999999777778,1e-05,8.405480371633281,0.2559475645379087,4,2.0,0.0,75000.0,0,1
1376,1376,101617,1,Cash loans,F,0,1,1,112500.0,107820.0,8775.0,90000.0,Other_B,Commercial associate,1,Civil marriage,With parents,0.020713,-11238,-382.0,-214.0,-3708,,1,1,0,1,0,0,Sales staff,3.0,3,3,5,13,0,0,0,0,0,0,Trade: type 2,0.19002399738072684,0.2653117484731741,,0.0,0.0,0.0,0.0,-1062.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,False,0.9583999999148088,0.07799999999306667,103725.0,1.1979999998668889,17820.00001,12.287179473177007,0.03399181352019204,3,2.0,8.888888888098766e-06,28125.0,0,1
1377,1377,101618,0,Cash loans,M,1,1,1,189000.0,604413.0,24394.5,459000.0,Unaccompanied,Commercial associate,1,Married,House / apartment,0.016612000000000002,-14194,-4714.0,-8231.0,-3969,9.0,1,1,0,1,0,0,Drivers,3.0,2,2,3,14,0,0,0,0,0,0,Business Entity Type 3,,0.3637500161425537,0.5334816299804352,1.0,1.0,1.0,0.0,-1771.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,False,3.1979523807831773,0.1290714285645994,164605.5,1.316803921539939,145413.00001,24.77660947148881,0.3321121603016149,3,2.0,5.291005290725344e-06,47250.0,0,1
1378,1378,101619,0,Revolving loans,M,1,0,0,283500.0,675000.0,33750.0,675000.0,Unaccompanied,Commercial associate,3,Married,House / apartment,0.072508,-14959,-6585.0,-8781.0,-4613,3.0,1,1,0,1,0,0,High skill tech staff,2.0,1,1,2,13,0,0,0,0,0,0,Bank,,0.7743298797655741,0.7826078370261895,0.0,0.0,0.0,0.0,-2.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.380952380868397,0.11904761904341984,249750.0,0.9999999999851852,1e-05,19.999999994074074,0.44020322243479054,3,2.0,0.0,94500.0,0,2
1379,1379,101620,0,Cash loans,F,0,1,0,90000.0,657702.0,19359.0,549000.0,Family,Pensioner,1,Separated,House / apartment,0.007114,-20468,,-1244.0,-3982,,1,0,0,1,0,0,XNA,1.0,2,2,0,10,0,0,0,0,0,0,XNA,,0.10892034250257622,0.5638350489514956,0.0,0.0,0.0,0.0,-1032.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,True,7.307799999188022,0.2150999999761,70641.0,1.1979999999781783,108702.00000999999,33.973965579847125,,2,1.0,0.0,45000.0,0,1
1380,1380,101621,0,Cash loans,F,0,1,0,193500.0,427869.0,27472.5,387000.0,Unaccompanied,Pensioner,1,Civil marriage,House / apartment,0.032561,-20080,,-1295.0,-3362,,1,0,0,1,0,0,XNA,2.0,1,1,2,18,0,0,0,0,0,0,XNA,,0.6880745406976003,0.7121551551910698,0.0,0.0,0.0,0.0,-1772.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,True,2.2112093022113077,0.14197674417870926,166027.5,1.105604651134222,40869.00001,15.574447168778072,,2,2.0,0.0,64500.0,0,1
1381,1381,101622,0,Cash loans,M,1,1,1,225000.0,543037.5,39645.0,463500.0,Unaccompanied,Working,1,Widow,House / apartment,0.025164,-15782,-3268.0,-1446.0,-4099,8.0,1,1,0,1,0,0,Drivers,2.0,2,2,4,12,0,0,0,0,0,0,Self-employed,,0.6291492612813682,,0.0,0.0,0.0,0.0,-1141.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,False,2.4134999998927333,0.1761999999921689,185355.0,1.1716019417222956,79537.50001,13.69750283422941,0.20707134723550333,3,1.0,4.4444444442469135e-06,75000.0,0,1
1382,1382,101623,0,Cash loans,F,0,1,0,63000.0,302206.5,12933.0,229500.0,Unaccompanied,Pensioner,1,Separated,House / apartment,0.007120000000000001,-23014,,-9225.0,-4337,,1,0,0,1,0,0,XNA,1.0,2,2,3,15,0,0,0,0,0,0,XNA,,0.2653117484731741,0.7688075728291359,2.0,1.0,2.0,1.0,-322.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,True,4.796928570667154,0.20528571425312925,50067.0,1.3168039215112504,72706.50001,23.367084185133315,,2,1.0,0.0,31500.0,0,1
1383,1383,101624,0,Cash loans,F,0,0,0,90000.0,754740.0,24345.0,630000.0,Unaccompanied,Working,1,Married,House / apartment,0.00823,-17596,-2584.0,-4474.0,-1157,,1,1,1,1,0,0,Cooking staff,2.0,2,2,4,14,1,1,0,1,1,0,Business Entity Type 3,,0.6192547685676049,0.7934490301648944,1.0,0.0,1.0,0.0,-576.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0,False,8.385999999068224,0.27049999996994445,65655.0,1.1979999999809845,124740.00000999999,31.001848416101108,0.14685155725554191,4,2.0,0.0,30000.0,4,1
1384,1384,101625,0,Cash loans,F,0,1,0,180000.0,755190.0,36459.0,675000.0,Unaccompanied,Working,1,Married,House / apartment,0.019688999999999998,-14039,-759.0,-3583.0,-4712,,1,1,0,1,0,0,Laborers,2.0,2,2,1,14,0,0,0,0,1,1,Business Entity Type 3,,0.05003317381069465,0.4170996682522097,0.0,0.0,0.0,0.0,-115.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,6.0,False,4.195499999766917,0.20254999998874726,143541.0,1.1187999999834253,80190.00001,20.713404092072352,0.054063679787779526,3,2.0,0.0,60000.0,2,1
1385,1385,101626,0,Cash loans,F,1,0,1,315000.0,779688.0,29826.0,630000.0,Family,Working,3,Separated,House / apartment,0.00733,-10507,-267.0,-10497.0,-823,4.0,1,1,0,1,0,0,XNA,2.0,2,2,6,12,0,1,1,0,0,0,Business Entity Type 3,,0.4347461088296729,0.6380435278721609,0.0,0.0,0.0,0.0,-2047.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,False,2.475199999921422,0.0946857142827084,285174.0,1.2375999999803555,149688.00001,26.14121906184496,0.02541163036586241,3,1.0,3.174603174502393e-06,105000.0,2,1
1386,1386,101627,0,Cash loans,M,1,1,0,135000.0,808650.0,26217.0,675000.0,Unaccompanied,Working,1,Married,House / apartment,0.016612000000000002,-21112,-2490.0,-2246.0,-2246,24.0,1,1,1,1,1,0,Managers,2.0,2,2,2,10,0,0,0,0,1,1,Trade: type 7,,0.5913602773458688,0.5849900404894085,0.0,0.0,0.0,0.0,-1748.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,False,5.9899999995562965,0.1941999999856148,108783.0,1.197999999982252,133650.00001,30.84449020450681,0.11794240248102615,5,2.0,0.0,45000.0,2,1
1387,1387,101628,0,Cash loans,F,0,1,0,112500.0,104256.0,8194.5,90000.0,Unaccompanied,Working,1,Single / not married,House / apartment,0.035792000000000004,-16391,-9799.0,-8594.0,-5174,,1,1,0,1,0,0,Managers,1.0,2,2,3,11,0,0,0,0,0,0,Postal,0.5055869484044571,0.6692510701822402,0.7136313997323308,1.0,0.0,1.0,0.0,-1178.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,False,0.9267199999176248,0.07283999999352532,104305.5,1.1583999998712888,14256.00001,12.722679830712455,0.5978280767481106,3,1.0,0.0,56250.0,0,1
1388,1388,101629,0,Cash loans,F,0,1,0,234823.5,647046.0,17793.0,463500.0,Unaccompanied,Working,3,Married,House / apartment,0.022625,-11499,-3893.0,-1872.0,-3789,,1,1,1,1,1,0,Accountants,2.0,2,2,4,11,0,0,0,0,0,0,Housing,0.5438904419286815,0.6916956149797159,0.5262949398096192,1.0,1.0,1.0,0.0,-2502.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0.0,9.0,False,2.755456757830649,0.0757718030744039,217030.5,1.3959999999698811,183546.00001,36.365199777235325,0.33855117865775386,5,2.0,0.0,78274.5,0,1
1389,1389,101630,0,Cash loans,F,0,1,0,67500.0,508495.5,20295.0,454500.0,Family,Working,1,Married,House / apartment,0.00702,-19418,-379.0,-11123.0,-2959,,1,1,1,1,1,0,Accountants,2.0,2,2,0,12,0,0,0,0,0,0,Kindergarten,,0.5149985439240586,0.7610263695502636,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,False,7.533266665550626,0.30066666662212344,47205.0,1.1188019801734037,53995.50001,25.055210630670015,0.019517973024780085,5,2.0,0.0,22500.0,0,1
1390,1390,101631,0,Cash loans,F,0,1,0,112500.0,271066.5,21546.0,234000.0,Unaccompanied,Working,3,Married,House / apartment,0.019101,-10793,-448.0,-5155.0,-199,,1,1,0,1,0,1,Accountants,2.0,2,2,5,12,0,0,0,0,0,0,Transport: type 4,0.5594357908442793,0.746966150308777,0.6246146584503397,0.0,0.0,0.0,0.0,-1331.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False,2.409479999785824,0.19151999998297603,90954.0,1.1584038461043418,37066.50001,12.58082706183012,0.0415083851028522,4,2.0,0.0,37500.0,0,1
1391,1391,101632,0,Cash loans,M,1,1,1,225000.0,1006920.0,40063.5,900000.0,Unaccompanied,Working,1,Married,House / apartment,0.019101,-12183,-1351.0,-744.0,-3965,11.0,1,1,1,1,1,0,Laborers,3.0,2,2,4,13,0,1,1,0,1,1,Industry: type 5,0.11282959722200896,0.3168116740800984,0.2851799046358216,1.0,0.0,1.0,0.0,-283.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,False,4.475199999801101,0.17805999999208624,184936.5,1.1187999999875688,106920.00001,25.133101195568763,0.11089222696453437,5,2.0,4.4444444442469135e-06,56250.0,4,1
1392,1392,101633,0,Revolving loans,M,1,0,1,157500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,1,Married,House / apartment,0.025164,-12507,-2790.0,-5020.0,-5020,7.0,1,1,0,1,0,0,Laborers,3.0,2,2,3,15,0,0,0,0,0,0,Business Entity Type 3,,0.4651904261975863,0.6512602186973006,3.0,0.0,3.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,False,1.7142857141768708,0.08571428570884354,144000.0,0.9999999999629628,1e-05,19.999999985185184,0.22307507813470465,3,2.0,6.349206348803225e-06,39375.0,0,1
1393,1393,101634,0,Cash loans,M,1,0,2,112500.0,302206.5,14134.5,229500.0,Unaccompanied,Working,1,Married,House / apartment,0.030755,-13533,-665.0,-1881.0,-589,13.0,1,1,0,1,0,0,Laborers,4.0,2,2,4,11,0,0,0,0,1,1,Self-employed,0.34819870601853536,0.7812645318154201,0.4329616670974407,0.0,0.0,0.0,0.0,-1056.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,False,2.6862799997612195,0.125639999988832,98365.5,1.3168039215112504,72706.50001,21.380770440142367,0.04913914139447213,3,2.0,1.777777777619753e-05,22500.0,2,1
1394,1394,101635,0,Cash loans,M,1,0,0,225000.0,630000.0,35176.5,630000.0,Unaccompanied,Commercial associate,2,Married,House / apartment,0.072508,-19946,-1603.0,-7017.0,-3400,8.0,1,1,1,1,1,0,XNA,2.0,1,1,3,19,0,0,0,0,0,0,Business Entity Type 3,0.7701501507782424,0.7542724483383454,,0.0,0.0,0.0,0.0,-1447.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,False,2.7999999998755563,0.15633999999305154,189823.5,0.9999999999841271,1e-05,17.909684016911946,0.08036699091565576,5,2.0,0.0,75000.0,0,1
1395,1395,101636,0,Cash loans,M,1,1,0,180000.0,405000.0,24601.5,405000.0,Unaccompanied,Working,1,Married,House / apartment,0.026392000000000002,-21313,-289.0,-3816.0,-1036,14.0,1,1,0,1,0,0,Drivers,2.0,2,2,3,13,0,0,0,0,0,0,Self-employed,,0.586012486753022,0.5673792367572691,2.0,0.0,2.0,0.0,-2115.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,False,2.249999999875,0.13667499999240695,155398.5,0.9999999999753086,1e-05,16.462410821916382,0.013559799189959086,3,2.0,0.0,60000.0,0,1
1396,1396,101637,0,Cash loans,F,0,1,0,166500.0,745119.0,29547.0,666000.0,Family,Pensioner,1,Widow,House / apartment,0.01885,-22891,,-6120.0,-4263,,1,0,0,1,0,0,XNA,1.0,2,2,2,15,0,0,0,0,0,0,XNA,,0.6163632772536635,0.6127042441012546,22.0,1.0,21.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,True,4.475189188920409,0.17745945944880126,136953.0,1.1187972972804987,79119.00001,25.218093198897318,,2,1.0,0.0,83250.0,0,1
1397,1397,101638,0,Cash loans,M,1,1,0,166500.0,130320.0,13815.0,112500.0,Unaccompanied,Pensioner,3,Married,House / apartment,0.00733,-22637,,-9322.0,-4878,39.0,1,0,0,1,0,0,XNA,2.0,2,2,2,10,0,0,0,0,0,0,XNA,,0.7848529781544666,0.8482442999507556,0.0,0.0,0.0,0.0,-2408.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,True,0.7827027026556936,0.08297297296798961,152685.0,1.1583999998970311,17820.00001,9.433224748872078,,2,2.0,0.0,55500.0,0,1
1398,1398,101639,0,Cash loans,M,1,1,0,292500.0,900000.0,48861.0,900000.0,Unaccompanied,Commercial associate,3,Married,House / apartment,0.026392000000000002,-10719,-106.0,-5292.0,-3382,4.0,1,1,0,1,1,1,IT staff,2.0,2,2,1,12,0,0,0,0,0,0,Business Entity Type 3,0.21496233416551144,0.6311216276104442,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,False,3.0769230768178826,0.16704615384044286,243639.0,0.9999999999888888,1e-05,18.419598448983933,0.009888982190399274,5,2.0,0.0,97500.0,0,0
1399,1399,101640,0,Cash loans,F,0,1,2,157500.0,508495.5,21672.0,454500.0,Unaccompanied,Working,3,Widow,House / apartment,0.025164,-14862,-3078.0,-3953.0,-4040,,1,1,0,1,0,0,Core staff,3.0,2,2,5,12,0,0,0,0,0,0,Kindergarten,0.7125883162009642,0.36751347450556615,0.5673792367572691,0.0,0.0,0.0,0.0,-1365.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.2285428569378705,0.1375999999912635,135828.0,1.1188019801734037,53995.50001,23.463247497479124,0.20710536953781816,3,1.0,1.269841269760645e-05,39375.0,0,1
1400,1400,101641,0,Revolving loans,F,0,1,0,72000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,1,Civil marriage,House / apartment,0.018634,-9796,-941.0,-807.0,-815,,1,1,1,1,0,0,Core staff,2.0,2,2,6,11,0,0,0,0,1,1,Self-employed,0.43290481607868997,0.6622537978425348,0.6479768603302221,0.0,0.0,0.0,0.0,-1317.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.4999999996527777,0.12499999998263887,63000.0,0.9999999999444446,1e-05,19.999999977777783,0.0960596162679253,4,2.0,0.0,24000.0,2,0
1401,1401,101642,0,Cash loans,F,0,1,0,112500.0,161730.0,13095.0,135000.0,Unaccompanied,Working,1,Separated,House / apartment,0.00733,-17377,-3085.0,-332.0,-928,,1,1,0,1,0,0,Laborers,1.0,2,2,5,15,0,0,0,0,0,0,Other,,0.13832390896058086,0.4722533429586386,3.0,0.0,3.0,0.0,-624.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,3.0,4.0,False,1.437599999872213,0.11639999998965335,99405.0,1.1979999999112594,26730.00001,12.350515454486054,0.17753352142345255,3,1.0,0.0,56250.0,0,1
1402,1402,101645,0,Cash loans,F,1,1,1,180000.0,582768.0,29731.5,540000.0,Unaccompanied,Working,1,Widow,House / apartment,0.035792000000000004,-14371,-841.0,-1100.0,-5010,1.0,1,1,0,1,0,0,Cooking staff,2.0,2,2,3,15,0,0,0,0,0,0,Restaurant,0.5918492839372712,0.652363385918838,0.18848953379516767,0.0,0.0,0.0,0.0,-146.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,False,3.2375999998201337,0.16517499999082366,150268.5,1.0791999999800148,42768.00001,19.60102920484973,0.05852063186870825,3,1.0,5.555555555246914e-06,60000.0,0,2
1403,1403,101646,1,Cash loans,M,1,1,1,247500.0,675000.0,49248.0,675000.0,Unaccompanied,Working,1,Married,House / apartment,0.019101,-15753,-2882.0,-5273.0,-4554,16.0,1,1,0,1,0,0,Drivers,3.0,2,2,6,11,0,0,0,0,0,0,Housing,0.2336023305739633,0.7414213103144254,0.10015182033723906,2.0,1.0,2.0,0.0,-2022.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,False,2.7272727271625348,0.19898181817377847,198252.0,0.9999999999851852,1e-05,13.706140348094106,0.1829492796184532,3,2.0,4.040404040240792e-06,61875.0,0,1
1404,1404,101647,0,Revolving loans,F,1,1,0,360000.0,810000.0,40500.0,810000.0,Unaccompanied,Working,3,Married,House / apartment,0.072508,-18405,-1660.0,-55.0,-1923,9.0,1,1,0,1,0,0,Realty agents,2.0,1,1,2,13,0,0,0,0,0,0,Business Entity Type 3,0.8761934896381415,0.7124504954471578,,0.0,0.0,0.0,0.0,-163.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,False,2.2499999999375,0.112499999996875,319500.0,0.9999999999876544,1e-05,19.999999995061728,0.09019288241792604,3,2.0,0.0,120000.0,0,0
1405,1405,101648,0,Cash loans,F,1,1,2,135000.0,619965.0,17176.5,517500.0,Unaccompanied,Working,1,Single / not married,House / apartment,0.018029,-13243,-577.0,-1729.0,-2049,15.0,1,1,0,1,0,0,Drivers,3.0,3,3,0,11,0,0,0,0,0,0,Business Entity Type 3,,0.43539107272579614,0.5762088360175724,2.0,0.0,2.0,0.0,-523.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,False,4.592333332993161,0.12723333332390865,117823.5,1.1979999999768502,102465.00001,36.09379091427602,0.0435701880567622,3,1.0,1.4814814813717426e-05,33750.0,0,1
1406,1406,101651,0,Cash loans,M,0,1,1,67500.0,71955.0,7245.0,67500.0,Unaccompanied,Pensioner,1,Civil marriage,House / apartment,0.010966,-20247,,-5104.0,-3634,,1,0,0,1,0,0,XNA,3.0,2,2,2,18,0,0,0,0,0,0,XNA,,0.6564483718052613,,1.0,0.0,1.0,0.0,-1241.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,True,1.0659999998420742,0.1073333333174321,60255.0,1.0659999998420742,4455.00001,9.931677004925222,,2,2.0,1.4814814812620029e-05,16875.0,0,1
1407,1407,101652,0,Cash loans,M,1,1,1,270000.0,1350000.0,39604.5,1350000.0,Unaccompanied,Commercial associate,1,Married,House / apartment,0.0228,-15597,-1997.0,-4825.0,-4921,9.0,1,1,0,1,0,0,Laborers,3.0,2,2,4,14,0,0,0,0,1,1,Business Entity Type 3,,0.3333081672833322,0.7106743858828587,6.0,1.0,6.0,1.0,-1132.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False,4.999999999814816,0.1466833333279006,230395.5,0.9999999999925924,1e-05,34.08703555553357,0.12803744318012275,3,2.0,3.703703703566529e-06,67500.0,2,1
1408,1408,101653,0,Cash loans,F,1,1,0,450000.0,1078200.0,38331.0,900000.0,Unaccompanied,Working,3,Civil marriage,House / apartment,0.030755,-11449,-668.0,-794.0,-2993,3.0,1,1,0,1,0,0,XNA,2.0,2,2,0,11,0,1,1,0,1,1,Other,0.6371177340226916,0.6645195665002926,0.4382813743111921,1.0,1.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,False,2.3959999999467554,0.0851799999981071,411669.0,1.197999999986689,178200.00001,28.128668694234772,0.058345707099611926,3,2.0,0.0,150000.0,4,1
1409,1409,101654,0,Cash loans,F,0,1,0,157500.0,477175.5,45436.5,459000.0,Unaccompanied,Commercial associate,3,Married,House / apartment,0.035792000000000004,-22265,-13143.0,-12377.0,-4341,,1,1,0,1,0,0,XNA,2.0,2,2,3,9,0,0,0,0,0,0,Other,0.8223911273767597,0.7582107421333242,0.3979463219016906,0.0,0.0,0.0,0.0,-1953.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,False,3.029685714093353,0.2884857142673978,112063.5,1.039598039193037,18175.50001,10.502030303720131,0.5902986753156517,3,2.0,0.0,52500.0,0,1
1410,1410,101655,0,Cash loans,F,0,1,0,270000.0,1113840.0,57001.5,900000.0,Unaccompanied,Commercial associate,3,Married,House / apartment,0.035792000000000004,-19651,-2157.0,-3422.0,-3201,,1,1,0,1,0,0,XNA,2.0,2,2,3,15,0,0,0,0,1,1,Business Entity Type 3,0.7931232962193352,0.7327986441219665,0.6127042441012546,5.0,0.0,5.0,0.0,-1442.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,6.0,False,4.125333333180543,0.2111166666588475,212998.5,1.237599999986249,213840.00001,19.540538403455955,0.10976540639650166,3,2.0,0.0,90000.0,2,1
1411,1411,101656,0,Cash loans,F,0,0,0,144000.0,900000.0,26316.0,900000.0,Family,Commercial associate,1,Single / not married,House / apartment,0.008575,-17547,-1573.0,-8976.0,-1093,,1,1,1,1,1,1,Sales staff,1.0,2,2,2,18,0,0,0,0,0,0,Self-employed,,0.23192714909577605,0.7597121819739279,5.0,0.0,5.0,0.0,-326.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8.0,False,6.249999999565972,0.18274999998730904,117684.0,0.9999999999888888,1e-05,34.19972638919299,0.08964495360440243,6,1.0,0.0,72000.0,0,1
1412,1412,101657,0,Cash loans,F,0,1,0,225000.0,948582.0,27864.0,679500.0,Unaccompanied,Pensioner,1,Married,House / apartment,0.032561,-20350,,-9878.0,-3704,,1,0,0,1,1,0,XNA,2.0,1,1,3,18,0,0,0,0,0,0,XNA,,0.7109968265947412,0.6092756673894402,0.0,0.0,0.0,0.0,-1585.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9.0,0.0,1.0,True,4.215919999812626,0.12383999999449599,197136.0,1.3959999999794557,269082.00001,34.043281641529106,,3,2.0,0.0,75000.0,0,1
1413,1413,101658,0,Cash loans,F,0,1,0,121500.0,474048.0,22806.0,360000.0,Unaccompanied,Working,1,Married,House / apartment,0.030755,-13070,-5256.0,-608.0,-2638,,1,1,0,1,1,0,Laborers,2.0,2,2,0,13,0,0,0,0,1,1,Business Entity Type 2,0.4733284159115944,0.6562905413293174,0.6817058776720116,2.0,0.0,2.0,0.0,-812.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,False,3.901629629308508,0.18770370368825484,98694.0,1.316799999963422,114048.00000999999,20.786108909591288,0.4021423109427256,4,2.0,0.0,40500.0,2,1
1414,1414,101659,0,Cash loans,M,1,1,2,270000.0,545040.0,35487.0,450000.0,Unaccompanied,Working,3,Married,House / apartment,0.008575,-13346,-923.0,-2380.0,-3114,9.0,1,1,0,1,0,0,Laborers,4.0,2,2,1,15,0,0,0,0,0,0,Business Entity Type 3,0.5750231519140235,0.680178491976025,0.5316861425197883,1.0,0.0,1.0,0.0,-2068.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,9.0,0.0,0.0,False,2.0186666665919013,0.13143333332846546,234513.0,1.2111999999730845,95040.00001,15.358863804954245,0.06915929871808729,3,2.0,7.407407407133058e-06,54000.0,0,1
