,Unnamed: 0,SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,target,proba,cluster,debt_ratio,age,proba_group,debt_group,age_group
1160,1160,108218,Cash loans,F,Y,Y,0,112500.0,875241.0,28363.5,711000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009656999999999999,-17760,-4272,-6004.0,-1300,15.0,1,1,0,1,0,0,Secretaries,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Construction,0.6842229861259541,0.4839729712012252,0.6642482627052363,0.1485,0.112,0.9806,0.7348,0.036000000000000004,0.16,0.1379,0.3333,0.375,0.0879,0.121,0.1575,0.0,0.0,0.1513,0.1162,0.9806,0.7452,0.0364,0.1611,0.1379,0.3333,0.375,0.0899,0.1322,0.1641,0.0,0.0,0.1499,0.112,0.9806,0.7383,0.0363,0.16,0.1379,0.3333,0.375,0.0894,0.1231,0.1603,0.0,0.0,reg oper account,block of flats,0.1239,Panel,No,3.0,2.0,3.0,1.0,-1756.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0,0.3020812304525901,5,0.25211999999999996,48.65753424657535,30-40,50-75,50-55
1161,1161,108219,Cash loans,M,Y,Y,0,270000.0,468333.0,30060.0,382500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.014464,-12454,-1019,-923.0,-935,65.0,1,1,0,1,0,1,Laborers,1.0,2,2,SUNDAY,8,0,0,0,0,1,1,Business Entity Type 3,0.5020800927144937,0.1746524892851538,0.5867400085415683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0,0,0.4184259187261945,0,0.11133333333333334,34.12054794520548,40-50,25-50,35-40
1162,1162,108243,Cash loans,F,Y,N,1,90000.0,182448.0,18823.5,157500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.019101,-11729,-133,-4779.0,-3086,25.0,1,1,0,1,0,0,Sales staff,2.0,2,2,THURSDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.2117858373456777,0.462618066812258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-715.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,1,0.6554601660940264,5,0.20915,32.134246575342466,60-70,50-75,35-40
1163,1163,108249,Cash loans,F,N,N,0,157500.0,675000.0,48006.0,675000.0,Unaccompanied,State servant,Secondary / secondary special,Separated,House / apartment,0.032561,-17904,-173,-545.0,-1455,,1,1,0,1,1,0,Core staff,1.0,1,1,TUESDAY,14,0,0,0,0,0,0,School,0.7679001795482139,0.7189421139710197,0.5971924268337128,0.1464,0.0876,0.9836,0.7756,,0.16,0.069,0.4583,,0.0359,,0.1345,,,0.1239,0.0842,0.9836,0.7844,,0.1611,0.069,0.4583,,0.0318,,0.1056,,,0.1478,0.0876,0.9836,0.7786,,0.16,0.069,0.4583,,0.0365,,0.1344,,,reg oper account,block of flats,0.1045,Panel,No,0.0,0.0,0.0,0.0,-798.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.06995355733819546,1,0.3048,49.05205479452055,0-10,75-100,50-55
1164,1164,108251,Cash loans,F,Y,Y,2,193500.0,1161360.0,43911.0,900000.0,,State servant,Higher education,Married,House / apartment,0.031329,-12385,-4640,-878.0,-4238,13.0,1,1,0,1,0,0,Managers,4.0,2,2,MONDAY,12,0,0,0,0,0,0,Police,0.5115142473233266,0.7934929826837702,0.5531646987710016,0.0928,0.0742,0.9757,0.6668,0.0123,0.0,0.2069,0.1667,0.2083,0.1773,0.0689,0.0782,0.0309,0.0288,0.0945,0.077,0.9757,0.6798,0.0125,0.0,0.2069,0.1667,0.2083,0.1813,0.0753,0.0814,0.0311,0.0305,0.0937,0.0742,0.9757,0.6713,0.0124,0.0,0.2069,0.1667,0.2083,0.1803,0.0701,0.0796,0.0311,0.0294,reg oper account,block of flats,0.0682,Panel,No,5.0,2.0,5.0,1.0,-693.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.08621688121222759,3,0.22693023255813954,33.93150684931507,0-10,50-75,35-40
1165,1165,108274,Cash loans,M,N,N,2,135000.0,1350000.0,42034.5,1350000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.014519999999999996,-18877,365243,-3144.0,-2435,,1,0,0,1,0,0,,4.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,XNA,0.3978082014039618,0.5982747770611414,0.7610263695502636,0.1701,0.0945,0.9796,0.7212,0.1479,0.0,0.069,0.1667,0.0417,0.1113,0.1387,0.0738,0.0,0.0,0.1733,0.0981,0.9796,0.7321,0.1493,0.0,0.069,0.1667,0.0417,0.1138,0.1515,0.0769,0.0,0.0,0.1718,0.0945,0.9796,0.7249,0.1489,0.0,0.069,0.1667,0.0417,0.1132,0.1411,0.0751,0.0,0.0,reg oper account,block of flats,0.0809,"Stone, brick",No,0.0,0.0,0.0,0.0,-2673.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.037722376459706566,2,0.3113666666666667,51.717808219178075,0-10,75-100,55-60
1166,1166,108280,Cash loans,M,Y,Y,1,220500.0,272520.0,21658.5,225000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.020713,-9649,-580,-1104.0,-2213,20.0,1,1,0,1,0,0,Laborers,3.0,3,2,THURSDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.16859374002753633,0.0464648552230733,0.17146836689679945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,1,0.8547096991536546,4,0.09822448979591836,26.435616438356167,80-90,0-25,30-35
1167,1167,108289,Cash loans,F,N,N,2,90000.0,630000.0,32296.5,630000.0,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,House / apartment,0.019101,-12874,-974,-6928.0,-137,,1,1,1,1,1,0,Cooking staff,4.0,2,2,SUNDAY,12,0,0,0,0,0,0,Self-employed,0.6993532504605283,0.7006635620191495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2889.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0.4045734373873672,5,0.35885,35.271232876712325,40-50,75-100,40-45
1168,1168,108292,Cash loans,F,N,N,1,180000.0,1620000.0,50283.0,1620000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.010006000000000001,-17099,-8266,-3697.0,-632,,1,1,1,1,1,0,Laborers,3.0,2,2,SUNDAY,11,0,0,0,0,0,0,Business Entity Type 2,0.5539407227992315,0.5599517955910674,0.3825018041447388,0.0186,0.0,0.9881,0.8368,0.0068,0.0,0.1034,0.0417,0.0833,0.059,0.0151,0.0189,0.0,0.0,0.0189,0.0,0.9881,0.8432,0.0069,0.0,0.1034,0.0417,0.0833,0.0603,0.0165,0.0197,0.0,0.0,0.0187,0.0,0.9881,0.8390000000000001,0.0069,0.0,0.1034,0.0417,0.0833,0.06,0.0154,0.0192,0.0,0.0,reg oper account,block of flats,0.0182,Others,No,6.0,0.0,6.0,0.0,-3072.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.28421953471554434,3,0.27935,46.846575342465755,20-30,50-75,50-55
1169,1169,108295,Cash loans,M,N,N,1,405000.0,746280.0,59094.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-16381,-2796,-4488.0,-4971,,1,1,0,1,0,0,Laborers,3.0,1,1,THURSDAY,18,0,0,0,0,0,0,Business Entity Type 3,,0.7989075104428741,0.5638350489514956,0.0688,0.0992,0.9732,0.6328,0.0181,0.0,0.1121,0.1667,0.2083,0.0723,0.0561,0.0634,0.0048,0.0157,0.0599,0.0585,0.9742,0.6602,0.0071,0.0,0.1034,0.1667,0.2083,0.0421,0.0523,0.0461,0.0,0.0,0.0677,0.0974,0.9732,0.6377,0.0174,0.0,0.1034,0.1667,0.2083,0.0662,0.0556,0.0592,0.0019,0.0058,reg oper account,block of flats,0.0382,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.1278937951813144,0,0.1459111111111111,44.87945205479452,10-20,25-50,45-50
1170,1170,108327,Cash loans,F,Y,Y,0,67500.0,266652.0,12955.5,202500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,-22884,365243,-13759.0,-297,8.0,1,0,0,1,0,0,,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,XNA,,0.7208514208182348,0.6380435278721609,0.0814,0.2822,0.9811,0.7416,0.01,0.0,0.1724,0.1667,0.0417,0.048,0.0656,0.0668,0.0116,0.0374,0.083,0.2928,0.9811,0.7517,0.0101,0.0,0.1724,0.1667,0.0417,0.0491,0.0716,0.0696,0.0117,0.0396,0.0822,0.2822,0.9811,0.7451,0.0101,0.0,0.1724,0.1667,0.0417,0.0488,0.0667,0.068,0.0116,0.0382,reg oper spec account,block of flats,0.0607,"Stone, brick",No,7.0,0.0,7.0,0.0,-664.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,0,0.21223932922996488,1,0.19193333333333332,62.6958904109589,20-30,25-50,65-70
1171,1171,108332,Cash loans,M,Y,Y,0,315000.0,1030680.0,63184.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.003540999999999999,-13930,-2709,-2971.0,-4561,10.0,1,1,0,1,0,0,Security staff,2.0,1,1,TUESDAY,9,0,0,0,0,0,0,Industry: type 9,,0.6407255041631312,,0.0928,0.1209,0.9911,0.8776,,0.0,0.2069,0.1667,0.2083,0.0381,,0.0964,,0.0,0.0945,0.1255,0.9911,0.8824,,0.0,0.2069,0.1667,0.2083,0.039,,0.1004,,0.0,0.0937,0.1209,0.9911,0.8792,,0.0,0.2069,0.1667,0.2083,0.0388,,0.0981,,0.0,not specified,block of flats,0.1012,Block,No,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0.19043432117396705,4,0.20058571428571428,38.164383561643845,10-20,50-75,40-45
1172,1172,108346,Cash loans,F,N,Y,0,112500.0,896647.5,38119.5,787500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.010966,-18571,365243,-9947.0,-2105,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,11,0,0,0,0,0,0,XNA,0.5315620516881927,0.2247074468470404,0.7688075728291359,0.1031,0.0976,0.9771,0.6872,0.0132,0.0,0.2069,0.1667,0.2083,0.0836,0.0841,0.0905,0.0,0.0,0.105,0.1012,0.9772,0.6994,0.0133,0.0,0.2069,0.1667,0.2083,0.0855,0.0918,0.0943,0.0,0.0,0.1041,0.0976,0.9771,0.6914,0.0132,0.0,0.2069,0.1667,0.2083,0.085,0.0855,0.0921,0.0,0.0,reg oper account,block of flats,0.0784,Block,No,2.0,0.0,1.0,0.0,-6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.188422413251918,1,0.33884000000000003,50.87945205479452,10-20,75-100,55-60
1173,1173,108349,Cash loans,M,N,N,1,270000.0,678996.0,36963.0,540000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.02461,-10875,-850,-5267.0,-3553,,1,1,0,1,0,1,Laborers,2.0,2,2,MONDAY,16,0,0,0,0,0,0,Industry: type 11,0.13535465355035572,0.5507885179960961,0.4668640059537032,0.2474,0.1158,0.9871,,,0.24,0.2069,0.375,,0.1668,,0.2536,,0.0,0.2521,0.1202,0.9871,,,0.2417,0.2069,0.375,,0.1706,,0.2642,,0.0,0.2498,0.1158,0.9871,,,0.24,0.2069,0.375,,0.1697,,0.2582,,0.0,,block of flats,0.2332,Panel,No,0.0,0.0,0.0,0.0,-1598.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.3594288909695888,0,0.1369,29.794520547945204,30-40,25-50,30-35
1174,1174,108353,Cash loans,F,Y,Y,0,135000.0,561393.0,21294.0,463500.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.030755,-16850,-3549,-330.0,-359,1.0,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,17,0,0,0,0,0,0,Business Entity Type 3,,0.6100824517843844,0.3092753558842053,0.299,0.0861,0.9846,0.7892,0.3193,0.16,0.069,0.6667,,0.0065,0.2438,0.1157,,0.0105,0.3046,0.0893,0.9846,0.7975,0.3222,0.1611,0.069,0.6667,,0.0066,0.2663,0.1205,,0.0111,0.3019,0.0861,0.9846,0.792,0.3213,0.16,0.069,0.6667,,0.0066,0.248,0.1178,,0.0107,reg oper account,block of flats,0.1583,Panel,No,0.0,0.0,0.0,0.0,-314.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.3080070947451714,6,0.15773333333333334,46.164383561643845,30-40,25-50,50-55
1175,1175,108362,Cash loans,F,N,N,0,58500.0,817560.0,30951.0,675000.0,,Pensioner,Secondary / secondary special,Married,House / apartment,0.00496,-22306,365243,-1056.0,-4028,,1,0,0,1,1,0,,2.0,2,2,MONDAY,15,0,0,0,0,0,0,XNA,,0.6271470123055409,0.36227724703843145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-538.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.1915310793948908,2,0.5290769230769231,61.11232876712329,10-20,150+,65-70
1176,1176,108363,Cash loans,F,N,N,0,441000.0,1066320.0,38299.5,900000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.002134,-20876,365243,-8420.0,-4330,,1,0,0,1,1,0,,2.0,3,3,SUNDAY,14,0,0,0,0,0,0,XNA,,0.5052061799809496,0.6413682574954046,0.0464,0.0454,0.9866,0.8164,0.0632,0.0,0.1034,0.1667,0.0417,0.0093,0.0378,0.0258,0.0,0.0048,0.0473,0.0471,0.9866,0.8236,0.0638,0.0,0.1034,0.1667,0.0417,0.0096,0.0413,0.0269,0.0,0.005,0.0468,0.0454,0.9866,0.8189,0.0636,0.0,0.1034,0.1667,0.0417,0.0095,0.0385,0.0263,0.0,0.0049,reg oper account,block of flats,0.0346,Panel,No,0.0,0.0,0.0,0.0,-2003.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,0,0.09306401057700568,2,0.08684693877551021,57.1945205479452,0-10,0-25,60-65
1177,1177,108377,Cash loans,F,Y,N,0,85500.0,431280.0,22018.5,360000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.035792000000000004,-12399,-1454,-1116.0,-943,11.0,1,1,0,1,1,0,Sales staff,2.0,2,2,SUNDAY,15,0,0,0,1,1,0,Self-employed,0.15911689988221572,0.6302149806843074,0.041759360068304566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-807.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.8212780673991462,5,0.2575263157894737,33.96986301369863,80-90,50-75,35-40
1178,1178,108378,Cash loans,F,N,Y,0,139500.0,180000.0,19030.5,180000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.010032,-17899,-170,-432.0,-1429,,1,1,1,1,0,0,Cleaning staff,1.0,2,2,SATURDAY,3,0,0,0,0,0,0,Government,,0.2196962184700184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-243.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0.4249828547066154,3,0.13641935483870968,49.03835616438357,40-50,25-50,50-55
1179,1179,108381,Cash loans,F,N,Y,1,180000.0,1762110.0,54823.5,1575000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.0228,-15937,-2678,-1218.0,-5334,,1,1,1,1,1,0,,3.0,2,2,TUESDAY,8,0,0,0,0,0,0,University,0.6626427656693639,0.6869376102546016,0.5971924268337128,0.2227,0.129,0.9796,0.7212,0.0498,0.24,0.2069,0.3333,0.0417,0.1032,0.1816,0.2129,0.0,0.0,0.2269,0.1338,0.9796,0.7321,0.0503,0.2417,0.2069,0.3333,0.0417,0.1055,0.1983,0.2218,0.0,0.0,0.2248,0.129,0.9796,0.7249,0.0501,0.24,0.2069,0.3333,0.0417,0.105,0.1847,0.2167,0.0,0.0,reg oper account,block of flats,0.1947,"Stone, brick",No,0.0,0.0,0.0,0.0,-1812.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.06783971436323012,3,0.304575,43.663013698630145,0-10,75-100,45-50
1180,1180,108383,Cash loans,M,Y,Y,0,157500.0,594121.5,30465.0,472500.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.031329,-13185,-2012,-7327.0,-4177,23.0,1,1,0,1,0,0,Low-skill Laborers,2.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Trade: type 7,,0.6099159781343643,0.3376727217405312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,10.0,1.0,-2697.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.6410519357075949,4,0.19342857142857145,36.123287671232866,60-70,25-50,40-45
1181,1181,108390,Cash loans,F,N,Y,0,279000.0,611095.5,31198.5,486000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.018801,-17511,-577,-10339.0,-1050,,1,1,0,1,0,0,Sales staff,1.0,2,2,MONDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.5239285931235014,,0.2227,0.1206,0.9856,0.8028,0.0731,0.16,0.1379,0.3333,0.375,0.0435,0.1816,0.1694,0.0,0.0,0.2269,0.1252,0.9856,0.8105,0.0738,0.1611,0.1379,0.3333,0.375,0.0445,0.1983,0.1765,0.0,0.0,0.2248,0.1206,0.9856,0.8054,0.0736,0.16,0.1379,0.3333,0.375,0.0442,0.1847,0.1725,0.0,0.0,reg oper account,block of flats,0.1333,"Stone, brick",No,0.0,0.0,0.0,0.0,-3277.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0.446230843028918,6,0.11182258064516128,47.97534246575343,40-50,25-50,50-55
1182,1182,108407,Cash loans,F,Y,Y,0,135000.0,266832.0,19107.0,238500.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.009334,-23208,365243,-6916.0,-4392,4.0,1,0,0,1,1,0,,2.0,2,2,THURSDAY,16,0,0,0,0,0,0,XNA,,0.5996247428138364,0.5262949398096192,0.0722,0.0624,0.9791,0.7144,0.0288,0.0,0.1379,0.1667,0.2083,0.0766,0.0588,0.0664,0.0,0.0,0.0735,0.0648,0.9791,0.7256,0.0291,0.0,0.1379,0.1667,0.2083,0.0783,0.0643,0.0691,0.0,0.0,0.0729,0.0624,0.9791,0.7182,0.029,0.0,0.1379,0.1667,0.2083,0.0779,0.0599,0.0676,0.0,0.0,reg oper account,block of flats,0.068,Panel,No,2.0,2.0,2.0,1.0,-1846.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,1,0.471852339725626,2,0.14153333333333334,63.58356164383562,40-50,25-50,65-70
1183,1183,108408,Cash loans,F,Y,Y,0,135000.0,1057266.0,47295.0,945000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.009334,-18494,-92,-12493.0,-1943,12.0,1,1,0,1,1,0,Cleaning staff,1.0,2,2,MONDAY,17,0,0,0,0,0,0,Housing,,0.6671566503304791,0.6706517530862718,0.0825,0.1083,0.9791,,,0.0,0.2069,0.1667,,0.1067,,0.0749,,0.0779,0.084,0.1124,0.9791,,,0.0,0.2069,0.1667,,0.1092,,0.078,,0.0825,0.0833,0.1083,0.9791,,,0.0,0.2069,0.1667,,0.1086,,0.0762,,0.0796,,block of flats,0.0834,Panel,No,5.0,2.0,5.0,2.0,-906.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.10048110062684816,6,0.3503333333333333,50.66849315068493,10-20,75-100,55-60
1184,1184,108411,Cash loans,M,Y,Y,0,270000.0,1350000.0,42034.5,1350000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.072508,-18960,-326,-7903.0,-1740,12.0,1,1,1,1,1,0,Security staff,2.0,1,1,TUESDAY,13,0,0,0,0,0,0,Security,0.3874186244142951,0.7552843038748253,,0.1881,0.1193,0.9732,,,0.18,0.1724,0.25,,0.0045,,0.1099,,0.0543,0.0315,0.0366,0.9687,,,0.0,0.069,0.1667,,0.0,,0.0358,,0.0,0.1447,0.0881,0.9727,,,0.12,0.1034,0.25,,0.0046,,0.0837,,0.0362,,block of flats,0.3185,"Stone, brick",No,0.0,0.0,0.0,0.0,-1797.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0.1903714240614714,4,0.15568333333333334,51.94520547945206,10-20,25-50,55-60
1185,1185,108412,Cash loans,F,N,Y,0,90000.0,234000.0,10044.0,234000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.015221,-22056,365243,-11320.0,-4399,,1,0,0,1,1,0,,2.0,2,2,THURSDAY,9,0,0,0,0,0,0,XNA,,0.4871629674427618,0.4614823912998385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1509.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0,0.3287918722999556,3,0.1116,60.42739726027397,30-40,25-50,65-70
1186,1186,108419,Cash loans,F,N,N,1,85500.0,225000.0,12334.5,225000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.006852,-12688,-196,-3026.0,-3511,,1,1,0,1,0,0,High skill tech staff,2.0,3,3,FRIDAY,11,0,0,0,0,1,1,Business Entity Type 2,0.4034925271793293,0.4297124153711694,0.520897599048938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1148.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,0,0.39962132179494414,3,0.14426315789473684,34.76164383561644,30-40,25-50,35-40
